Country,Year,gdp_growth_mean5,gdp_growth_std5,gdp_growth_trend5,inflation_mean5,inflation_std5,inflation_trend5,domestic_credit_mean5,domestic_credit_std5,domestic_credit_trend5,current_account_mean5,current_account_std5,current_account_trend5,total_reserves_mean5,total_reserves_std5,total_reserves_trend5,target_crisis_next_3y
Turkey,1979,0.18421895399597500,0.6963697959343850,-1.7814514477509600,-0.08563707432594650,-0.08314709664163170,-0.0615959686111102,-0.9168568947701340,-0.6142804848201010,-0.15418237601508500,0.21074749944219500,-0.5909471729004480,0.1902827857850480,-0.2112110056381690,-0.1860735298034660,-0.10883595598367000,1
Turkey,1980,-0.5066860642538900,0.9295076103791170,-2.1703337033378100,-0.08563707432509260,-0.08314709663458490,-0.061595968603402000,-0.9138601225908990,-0.5939630243258990,-0.12835194594071000,0.12585498069027300,-0.2636649929244480,-0.2874285641324000,-0.20902249504967200,-0.1765799674412410,-0.09684218822572850,1
Turkey,1981,-0.9091402859387740,0.05167964300580310,-0.054607566863686400,-0.08563707432424770,-0.0831470966327866,-0.06159596860050090,-0.9123164133763770,-0.5972103495875790,-0.13800370039231000,0.10465132803971400,-0.24184605848727300,-0.47378648373155000,-0.20789551038815900,-0.1780973255952880,-0.10132519075617800,1
Turkey,1982,-0.8978980546824360,0.06381502785878520,0.7279610040590160,-0.08563707432332460,-0.08314709663511360,-0.06159596860387270,-0.9097863664799090,-0.6094427834954490,-0.1567747445620390,0.08619687166896780,-0.2617944231194980,-0.2776920410351810,-0.20604789747920700,-0.18381348766356700,-0.11004187594935000,0
Turkey,1983,-0.6488547785535940,0.24232873505166400,1.2862974606924000,-0.085637074322532,-0.0831470966403971,-0.06159596861032700,-0.9080105191570800,-0.6262070369112340,-0.18094455429809600,0.013302860231068700,-0.29924761025085200,-0.18931506287284400,-0.2047511036901340,-0.19164598753032400,-0.12126463804066700,0
Turkey,1984,-0.12205667369625500,0.29873865727332900,1.3768258236606700,-0.0856370743220575,-0.08314709664771560,-0.0615959686158274,-0.9082426615875510,-0.6247011934110260,-0.19303976708818200,-0.046979128786898400,-0.4612586546154110,0.1851377783904190,-0.20492097362572100,-0.19094120864758500,-0.1268798223771390,0
Turkey,1985,0.3582493634719620,-0.7164381901445510,0.16348436110830700,-0.08563707432205560,-0.0831470966477066,-0.06159596861581830,-0.9098273358996340,-0.6333462103772410,-0.1846433855384240,0.035558401690628900,-0.5724569518828940,0.057728192348154000,-0.20607862272417200,-0.19498142383531100,-0.12298067519870100,0
Turkey,1986,0.5130246257956680,-0.5692823705935000,0.4757057428776000,-0.08563707432205310,-0.0831470966476976,-0.061595968615808400,-0.9090410930795580,-0.6309067937026520,-0.18074601647112800,0.055536636405170400,-0.5852367734644280,0.010225066738545800,-0.20550418011877300,-0.19384083173447700,-0.12117001665609100,0
Turkey,1987,0.9382982417656910,-0.34191479641656800,0.70794653667164,-0.08563707432204970,-0.08314709664768750,-0.06159596861579750,-0.9077026067529190,-0.6150007088423640,-0.15587807633584700,0.07093162903814060,-0.5376392757665220,0.2574535331844270,-0.2045262147342730,-0.18640480492992900,-0.10961862938570300,0
Turkey,1988,0.7479804142309220,-0.03472451765028050,-0.2374006962853240,-0.08563707432204350,-0.08314709664765280,-0.06159596861576490,-0.9057890462686360,-0.6035615585911500,-0.1359151389808260,0.20956490875336100,-0.27942655125506600,0.4997031496952800,-0.20312829417697600,-0.18105837682995800,-0.1003467245830130,0
Turkey,1989,0.2868411674540820,0.3568519724158870,-0.9026719290492310,-0.08563707432203300,-0.0831470966475937,-0.06159596861570590,-0.8995571066345340,-0.5548906322979390,-0.08842952194948700,0.30326674686548500,-0.290865559996366,0.47888992455705,-0.19857549717294300,-0.1583072349257620,-0.0782899575533538,0
Turkey,1990,0.6476664455547900,0.5760215665264690,-0.3217952454208350,-0.08563707432201600,-0.08314709664750100,-0.06159596861560890,-0.8902747058809960,-0.5174308571326980,-0.04804427122837640,0.29645064325699400,-0.27613339747832600,0.10923072200393200,-0.1923077256132070,-0.14508749100241500,-0.06360834780051170,0
