STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MWI,Malawi,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,22.25,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MYS,Malaysia,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,9.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MRT,Mauritania,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,12.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MUS,Mauritius,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,14.95833333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,NIC,Nicaragua,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,99764.53295,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,NGA,Nigeria,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,16.61666667,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,OMN,Oman,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,9.35,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PNG,Papua New Guinea,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,12.68083333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PER,Peru,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,155.4977503,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PHL,Philippines,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,15.92133333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,QAT,Qatar,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,9.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SLE,Sierra Leone,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,28.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SGP,Singapore,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,5.96416666666667,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SLB,Solomon Islands,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,18.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SOM,Somalia,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,33.6666666666667,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ZAF,South Africa,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,15.33333333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,KNA,St. Kitts and Nevis,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,10.98549134,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,LCA,St. Lucia,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,10.9808258,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,VCT,St. Vincent and the Grenadines,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,10.79975804,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,THA,Thailand,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,11.58333333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,TTO,Trinidad and Tobago,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,12.58333333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,UGA,Uganda,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,35.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GBR,United Kingdom,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,10.0957083333333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,USA,United States,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,9.315,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,URY,Uruguay,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,98.39174932,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,VEN,"Venezuela, RB",WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,8.4975,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ZMB,Zambia,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1988,18.39,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ALB,Albania,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,1.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ATG,Antigua and Barbuda,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,10.64000032,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ABW,Aruba,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,10.475,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AUS,Australia,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,16.45833333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BHS,"Bahamas, The",WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,9.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BHR,Bahrain,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,8.41148197596796,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BGD,Bangladesh,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,14.84571429,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BRB,Barbados,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,9.916666667,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BLZ,Belize,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,13.76666667,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BTN,Bhutan,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,15.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BOL,Bolivia,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,37.27333333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BWA,Botswana,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,7.666666667,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BDI,Burundi,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,12.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CAN,Canada,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,13.33333333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CHL,Chile,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,36.00913363,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CHN,China,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,11.34,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,COL,Colombia,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,42.39202389,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CRI,Costa Rica,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,29.16916667,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,DMA,Dominica,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,11.25698456,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,EGY,"Egypt, Arab Rep.",WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,18.33333333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SWZ,Eswatini,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,14.49666667,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ETH,Ethiopia,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,6.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GMB,"Gambia, The",WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,26.83333333,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GRD,Grenada,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,12.32547809,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GIN,Guinea,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,17.25,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GUY,Guyana,WB_WDI_FR_INR_LEND,Lending interest rate (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PA,Percent per annum,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1989,18.9375,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Lending interest rate (%),0,Units,WB_WDI,World Development Indicators (WDI),NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
